order_id,customer_id,product_id,region,order_date,quantity,sales,profit,category,sub_category,ingestion_ts,revenue,customer_segment
1061,C062,P062,South,2026-03-03,4,596,129.84,Furniture,Table,2026-04-03 21:03:29.990956,2384,Medium Value
1062,C063,P063,West,2026-03-04,3,853,124.47,Technology,Phone,2026-04-03 21:03:29.990956,2559,Medium Value
1063,C064,P064,South,2026-03-05,1,1050,128.83,Office Supplies,Paper,2026-04-03 21:03:29.990956,1050,High Value
1064,C065,P065,East,2026-03-06,2,1325,256.53,Office Supplies,Pen,2026-04-03 21:03:29.990956,2650,High Value
1065,C066,P066,East,2026-03-07,1,1681,149.71,Furniture,Chair,2026-04-03 21:03:29.990956,1681,High Value
1066,C067,P067,North,2026-03-08,3,1998,287.92,Office Supplies,Paper,2026-04-03 21:03:29.990956,5994,High Value
1067,C068,P068,East,2026-03-09,3,1295,224.02,Furniture,Sofa,2026-04-03 21:03:29.990956,3885,High Value
1068,C069,P069,North,2026-03-10,3,603,118.19,Furniture,Chair,2026-04-03 21:03:29.990956,1809,Medium Value
1069,C070,P070,South,2026-03-11,5,1284,163.67,Office Supplies,Storage,2026-04-03 21:03:29.990956,6420,High Value
1070,C071,P071,South,2026-03-12,5,1028,211.59,Technology,Laptop,2026-04-03 21:03:29.990956,5140,High Value
1071,C072,P072,West,2026-03-13,1,1422,205.23,Office Supplies,Pen,2026-04-03 21:03:29.990956,1422,High Value
1072,C073,P073,East,2026-03-14,1,1887,225.34,Furniture,Chair,2026-04-03 21:03:29.990956,1887,High Value
1073,C074,P074,South,2026-03-15,4,1684,233.84,Technology,Phone,2026-04-03 21:03:29.990956,6736,High Value
1074,C075,P075,East,2026-03-16,2,635,114.71,Office Supplies,Storage,2026-04-03 21:03:29.990956,1270,Medium Value
1075,C076,P076,West,2026-03-17,5,1794,156.85,Furniture,Chair,2026-04-03 21:03:29.990956,8970,High Value
1076,C077,P077,South,2026-03-18,1,1527,189.49,Furniture,Chair,2026-04-03 21:03:29.990956,1527,High Value
1077,C078,P078,West,2026-03-19,1,1574,330.08,Office Supplies,Pen,2026-04-03 21:03:29.990956,1574,High Value
1078,C079,P079,South,2026-03-20,5,394,59.28,Furniture,Chair,2026-04-03 21:03:29.990956,1970,Low Value
1079,C080,P080,South,2026-03-21,4,739,62.03,Office Supplies,Paper,2026-04-03 21:03:29.990956,2956,Medium Value
1080,C081,P081,South,2026-03-22,5,1288,272.5,Office Supplies,Storage,2026-04-03 21:03:29.990956,6440,High Value
1081,C082,P082,South,2026-03-23,4,448,58.27,Furniture,Chair,2026-04-03 21:03:29.990956,1792,Low Value
1082,C083,P083,North,2026-03-24,3,1497,224.82,Office Supplies,Pen,2026-04-03 21:03:29.990956,4491,High Value
1083,C084,P084,North,2026-03-25,5,350,34.89,Office Supplies,Paper,2026-04-03 21:03:29.990956,1750,Low Value
1084,C085,P085,North,2026-03-26,1,1967,317.74,Furniture,Table,2026-04-03 21:03:29.990956,1967,High Value
1085,C086,P086,South,2026-03-27,1,1626,270.66,Furniture,Table,2026-04-03 21:03:29.990956,1626,High Value
1086,C087,P087,South,2026-03-28,2,1266,224.46,Technology,Accessory,2026-04-03 21:03:29.990956,2532,High Value
1087,C088,P088,East,2026-03-29,1,1124,131.76,Office Supplies,Paper,2026-04-03 21:03:29.990956,1124,High Value
1088,C089,P089,West,2026-03-30,3,1218,181.45,Office Supplies,Storage,2026-04-03 21:03:29.990956,3654,High Value
1089,C090,P090,South,2026-03-31,2,1591,297.03,Furniture,Sofa,2026-04-03 21:03:29.990956,3182,High Value
1090,C091,P091,South,2026-01-01,2,198,17.25,Office Supplies,Pen,2026-04-03 21:03:29.990956,396,Low Value
1091,C092,P092,West,2026-01-02,5,1089,205.14,Furniture,Table,2026-04-03 21:03:29.990956,5445,High Value
1092,C093,P093,North,2026-01-03,4,464,101.33,Technology,Phone,2026-04-03 21:03:29.990956,1856,Low Value
1093,C094,P094,West,2026-01-04,1,1451,314.86,Office Supplies,Storage,2026-04-03 21:03:29.990956,1451,High Value
1094,C095,P095,West,2026-01-05,3,215,32.72,Technology,Laptop,2026-04-03 21:03:29.990956,645,Low Value
1095,C096,P096,West,2026-01-06,1,1502,313.58,Technology,Laptop,2026-04-03 21:03:29.990956,1502,High Value
1096,C097,P097,North,2026-01-07,2,1836,300.43,Furniture,Table,2026-04-03 21:03:29.990956,3672,High Value
1097,C098,P098,East,2026-01-08,1,1002,168.78,Technology,Accessory,2026-04-03 21:03:29.990956,1002,High Value
1098,C099,P099,West,2026-01-09,1,936,160.96,Office Supplies,Paper,2026-04-03 21:03:29.990956,936,Medium Value
1099,C100,P100,West,2026-01-10,1,1072,179.61,Technology,Accessory,2026-04-03 21:03:29.990956,1072,High Value
1100,C101,P101,West,2026-01-11,1,1600,313.37,Technology,Laptop,2026-04-03 21:03:29.990956,1600,High Value
1101,C102,P102,West,2026-01-12,2,1311,170.05,Furniture,Chair,2026-04-03 21:03:29.990956,2622,High Value
1102,C103,P103,West,2026-01-13,1,257,35.41,Office Supplies,Pen,2026-04-03 21:03:29.990956,257,Low Value
1103,C104,P104,North,2026-01-14,5,167,26.33,Technology,Accessory,2026-04-03 21:03:29.990956,835,Low Value
1104,C105,P105,East,2026-01-15,3,1309,205.48,Furniture,Sofa,2026-04-03 21:03:29.990956,3927,High Value
1105,C106,P106,West,2026-01-16,5,365,31.57,Office Supplies,Paper,2026-04-03 21:03:29.990956,1825,Low Value
1106,C107,P107,East,2026-01-17,4,334,47.61,Furniture,Sofa,2026-04-03 21:03:29.990956,1336,Low Value
1107,C108,P108,West,2026-01-18,4,1092,154.46,Furniture,Sofa,2026-04-03 21:03:29.990956,4368,High Value
1108,C109,P109,South,2026-01-19,3,188,32.15,Technology,Laptop,2026-04-03 21:03:29.990956,564,Low Value
1109,C110,P110,South,2026-01-20,1,1899,341.82,Technology,Laptop,2026-04-03 21:03:29.990956,1899,High Value
1110,C111,P111,West,2026-01-21,4,1299,179.65,Office Supplies,Storage,2026-04-03 21:03:29.990956,5196,High Value
1111,C112,P112,East,2026-01-22,4,1786,158.32,Office Supplies,Storage,2026-04-03 21:03:29.990956,7144,High Value
1112,C113,P113,East,2026-01-23,3,689,82.43,Office Supplies,Pen,2026-04-03 21:03:29.990956,2067,Medium Value
1113,C114,P114,South,2026-01-24,3,269,48.83,Technology,Phone,2026-04-03 21:03:29.990956,807,Low Value
1114,C115,P115,North,2026-01-25,3,1671,193.49,Office Supplies,Storage,2026-04-03 21:03:29.990956,5013,High Value
1115,C116,P116,West,2026-01-26,4,852,75.56,Furniture,Table,2026-04-03 21:03:29.990956,3408,Medium Value
1116,C117,P117,East,2026-01-27,5,1696,247.91,Furniture,Sofa,2026-04-03 21:03:29.990956,8480,High Value
1117,C118,P118,North,2026-01-28,5,1486,141.31,Furniture,Chair,2026-04-03 21:03:29.990956,7430,High Value
1118,C119,P119,East,2026-01-29,5,1566,143.48,Furniture,Sofa,2026-04-03 21:03:29.990956,7830,High Value
1119,C120,P120,East,2026-01-30,4,1220,160.11,Furniture,Table,2026-04-03 21:03:29.990956,4880,High Value
1120,C121,P001,North,2026-01-31,3,513,58.23,Office Supplies,Pen,2026-04-03 21:03:29.990956,1539,Medium Value
1121,C122,P002,North,2026-02-01,4,108,22.48,Technology,Laptop,2026-04-03 21:03:29.990956,432,Low Value
1122,C123,P003,North,2026-02-02,2,550,51.01,Technology,Phone,2026-04-03 21:03:29.990956,1100,Medium Value
1123,C124,P004,West,2026-02-03,4,1641,283.05,Office Supplies,Pen,2026-04-03 21:03:29.990956,6564,High Value
1124,C125,P005,South,2026-02-04,3,732,139.5,Furniture,Table,2026-04-03 21:03:29.990956,2196,Medium Value
1125,C126,P006,North,2026-02-05,2,872,128.17,Furniture,Chair,2026-04-03 21:03:29.990956,1744,Medium Value
1126,C127,P007,South,2026-02-06,4,456,72.84,Office Supplies,Pen,2026-04-03 21:03:29.990956,1824,Low Value
1127,C128,P008,South,2026-02-07,5,966,129.31,Office Supplies,Storage,2026-04-03 21:03:29.990956,4830,Medium Value
1128,C129,P009,West,2026-02-08,4,1408,176.02,Furniture,Chair,2026-04-03 21:03:29.990956,5632,High Value
1129,C130,P010,West,2026-02-09,1,1713,273.23,Technology,Laptop,2026-04-03 21:03:29.990956,1713,High Value
1130,C131,P011,East,2026-02-10,5,1014,211.48,Office Supplies,Paper,2026-04-03 21:03:29.990956,5070,High Value
1131,C132,P012,West,2026-02-11,2,1583,303.9,Furniture,Sofa,2026-04-03 21:03:29.990956,3166,High Value
1132,C133,P013,East,2026-02-12,4,915,193.72,Office Supplies,Paper,2026-04-03 21:03:29.990956,3660,Medium Value
1133,C134,P014,North,2026-02-13,1,1617,133.37,Office Supplies,Paper,2026-04-03 21:03:29.990956,1617,High Value
1134,C135,P015,West,2026-02-14,3,1801,379.94,Furniture,Chair,2026-04-03 21:03:29.990956,5403,High Value
1135,C136,P016,North,2026-02-15,2,1668,345.0,Furniture,Chair,2026-04-03 21:03:29.990956,3336,High Value
1136,C137,P017,North,2026-02-16,4,696,81.53,Office Supplies,Pen,2026-04-03 21:03:29.990956,2784,Medium Value
1137,C138,P018,East,2026-02-17,4,1820,267.76,Technology,Laptop,2026-04-03 21:03:29.990956,7280,High Value
1138,C139,P019,East,2026-02-18,1,968,141.1,Office Supplies,Pen,2026-04-03 21:03:29.990956,968,Medium Value
1139,C140,P020,East,2026-02-19,3,315,26.78,Office Supplies,Pen,2026-04-03 21:03:29.990956,945,Low Value
1140,C141,P021,South,2026-02-20,3,1956,421.76,Furniture,Table,2026-04-03 21:03:29.990956,5868,High Value
1141,C142,P022,North,2026-02-21,4,1158,156.53,Office Supplies,Storage,2026-04-03 21:03:29.990956,4632,High Value
1142,C143,P023,South,2026-02-22,4,174,18.03,Office Supplies,Storage,2026-04-03 21:03:29.990956,696,Low Value
1143,C144,P024,West,2026-02-23,4,1683,247.87,Furniture,Sofa,2026-04-03 21:03:29.990956,6732,High Value
1144,C145,P025,East,2026-02-24,3,1322,114.02,Technology,Phone,2026-04-03 21:03:29.990956,3966,High Value
1145,C146,P026,West,2026-02-25,4,1833,228.67,Furniture,Sofa,2026-04-03 21:03:29.990956,7332,High Value
1146,C147,P027,West,2026-02-26,2,1467,134.42,Furniture,Sofa,2026-04-03 21:03:29.990956,2934,High Value
1147,C148,P028,West,2026-02-27,1,149,24.94,Technology,Phone,2026-04-03 21:03:29.990956,149,Low Value
1148,C149,P029,East,2026-02-28,2,1574,172.71,Office Supplies,Storage,2026-04-03 21:03:29.990956,3148,High Value
1149,C150,P030,West,2026-03-01,2,181,37.79,Furniture,Chair,2026-04-03 21:03:29.990956,362,Low Value
1150,C151,P031,South,2026-03-02,4,1448,234.82,Furniture,Table,2026-04-03 21:03:29.990956,5792,High Value
1151,C152,P032,East,2026-03-03,1,537,75.78,Technology,Phone,2026-04-03 21:03:29.990956,537,Medium Value
1152,C153,P033,East,2026-03-04,2,1606,255.21,Technology,Laptop,2026-04-03 21:03:29.990956,3212,High Value
1153,C154,P034,South,2026-03-05,1,1352,190.91,Office Supplies,Pen,2026-04-03 21:03:29.990956,1352,High Value
1154,C155,P035,South,2026-03-06,2,606,57.08,Office Supplies,Storage,2026-04-03 21:03:29.990956,1212,Medium Value
1155,C156,P036,East,2026-03-07,3,690,116.59,Technology,Phone,2026-04-03 21:03:29.990956,2070,Medium Value
1156,C157,P037,South,2026-03-08,1,1435,173.63,Furniture,Table,2026-04-03 21:03:29.990956,1435,High Value
1157,C158,P038,East,2026-03-09,5,538,114.1,Technology,Laptop,2026-04-03 21:03:29.990956,2690,Medium Value
1158,C159,P039,North,2026-03-10,3,319,61.26,Furniture,Table,2026-04-03 21:03:29.990956,957,Low Value
1159,C160,P040,South,2026-03-11,4,1285,213.09,Office Supplies,Paper,2026-04-03 21:03:29.990956,5140,High Value
1160,C161,P041,East,2026-03-12,3,1622,333.11,Furniture,Chair,2026-04-03 21:03:29.990956,4866,High Value
1161,C162,P042,North,2026-03-13,5,148,32.41,Furniture,Table,2026-04-03 21:03:29.990956,740,Low Value
1162,C163,P043,South,2026-03-14,4,1293,281.2,Furniture,Sofa,2026-04-03 21:03:29.990956,5172,High Value
1163,C164,P044,North,2026-03-15,2,1785,164.3,Furniture,Sofa,2026-04-03 21:03:29.990956,3570,High Value
1164,C165,P045,West,2026-03-16,4,1230,137.3,Office Supplies,Paper,2026-04-03 21:03:29.990956,4920,High Value
1165,C166,P046,West,2026-03-17,4,382,71.65,Technology,Accessory,2026-04-03 21:03:29.990956,1528,Low Value
1166,C167,P047,North,2026-03-18,5,1933,281.34,Office Supplies,Paper,2026-04-03 21:03:29.990956,9665,High Value
1167,C168,P048,South,2026-03-19,2,372,54.32,Office Supplies,Storage,2026-04-03 21:03:29.990956,744,Low Value
1168,C169,P049,North,2026-03-20,3,291,40.81,Furniture,Table,2026-04-03 21:03:29.990956,873,Low Value
1169,C170,P050,West,2026-03-21,4,1366,211.24,Furniture,Sofa,2026-04-03 21:03:29.990956,5464,High Value
1170,C171,P051,North,2026-03-22,4,1321,285.36,Furniture,Chair,2026-04-03 21:03:29.990956,5284,High Value
1171,C172,P052,North,2026-03-23,2,196,42.66,Office Supplies,Paper,2026-04-03 21:03:29.990956,392,Low Value
1172,C173,P053,South,2026-03-24,1,1643,272.95,Furniture,Chair,2026-04-03 21:03:29.990956,1643,High Value
1173,C174,P054,East,2026-03-25,3,499,93.82,Office Supplies,Pen,2026-04-03 21:03:29.990956,1497,Low Value
1174,C175,P055,West,2026-03-26,5,1670,316.71,Technology,Laptop,2026-04-03 21:03:29.990956,8350,High Value
1175,C176,P056,East,2026-03-27,3,606,91.15,Technology,Phone,2026-04-03 21:03:29.990956,1818,Medium Value
1176,C177,P057,West,2026-03-28,5,235,27.35,Furniture,Sofa,2026-04-03 21:03:29.990956,1175,Low Value
1177,C178,P058,West,2026-03-29,1,903,76.55,Office Supplies,Paper,2026-04-03 21:03:29.990956,903,Medium Value
1178,C179,P059,South,2026-03-30,4,859,69.55,Office Supplies,Storage,2026-04-03 21:03:29.990956,3436,Medium Value
1179,C180,P060,East,2026-03-31,3,994,133.29,Technology,Laptop,2026-04-03 21:03:29.990956,2982,Medium Value
1180,C181,P061,West,2026-01-01,5,398,63.46,Furniture,Sofa,2026-04-03 21:03:29.990956,1990,Low Value
1181,C182,P062,South,2026-01-02,4,710,112.35,Office Supplies,Pen,2026-04-03 21:03:29.990956,2840,Medium Value
1182,C183,P063,West,2026-01-03,2,1015,181.64,Furniture,Table,2026-04-03 21:03:29.990956,2030,High Value
1183,C184,P064,South,2026-01-04,4,938,164.78,Technology,Laptop,2026-04-03 21:03:29.990956,3752,Medium Value
1184,C185,P065,East,2026-01-05,4,732,117.69,Furniture,Chair,2026-04-03 21:03:29.990956,2928,Medium Value
1185,C186,P066,South,2026-01-06,1,736,119.09,Technology,Phone,2026-04-03 21:03:29.990956,736,Medium Value
1186,C187,P067,West,2026-01-07,4,263,48.03,Technology,Laptop,2026-04-03 21:03:29.990956,1052,Low Value
1187,C188,P068,West,2026-01-08,5,931,150.06,Office Supplies,Paper,2026-04-03 21:03:29.990956,4655,Medium Value
1188,C189,P069,South,2026-01-09,5,1237,212.14,Furniture,Chair,2026-04-03 21:03:29.990956,6185,High Value
1189,C190,P070,East,2026-01-10,4,430,41.89,Technology,Accessory,2026-04-03 21:03:29.990956,1720,Low Value
1190,C191,P071,South,2026-01-11,5,1918,409.7,Furniture,Chair,2026-04-03 21:03:29.990956,9590,High Value
1191,C192,P072,North,2026-01-12,1,1795,172.09,Technology,Laptop,2026-04-03 21:03:29.990956,1795,High Value
1192,C193,P073,East,2026-01-13,2,1109,232.01,Furniture,Chair,2026-04-03 21:03:29.990956,2218,High Value
1193,C194,P074,North,2026-01-14,1,425,90.81,Office Supplies,Pen,2026-04-03 21:03:29.990956,425,Low Value
1194,C195,P075,East,2026-01-15,2,1030,119.76,Technology,Phone,2026-04-03 21:03:29.990956,2060,High Value
1195,C196,P076,West,2026-01-16,4,1277,226.02,Office Supplies,Storage,2026-04-03 21:03:29.990956,5108,High Value
1196,C197,P077,North,2026-01-17,2,944,197.83,Furniture,Sofa,2026-04-03 21:03:29.990956,1888,Medium Value
1197,C198,P078,North,2026-01-18,2,205,42.39,Technology,Accessory,2026-04-03 21:03:29.990956,410,Low Value
1198,C199,P079,East,2026-01-19,5,1976,208.83,Furniture,Table,2026-04-03 21:03:29.990956,9880,High Value
1199,C200,P080,East,2026-01-20,3,829,117.35,Technology,Phone,2026-04-03 21:03:29.990956,2487,Medium Value
1200,C201,P081,East,2026-01-21,3,389,55.17,Technology,Laptop,2026-04-03 21:03:29.990956,1167,Low Value
1201,C202,P082,East,2026-01-22,1,1419,175.62,Technology,Laptop,2026-04-03 21:03:29.990956,1419,High Value
1202,C203,P083,South,2026-01-23,3,884,79.74,Furniture,Chair,2026-04-03 21:03:29.990956,2652,Medium Value
1203,C204,P084,West,2026-01-24,2,969,210.95,Technology,Laptop,2026-04-03 21:03:29.990956,1938,Medium Value
1204,C205,P085,North,2026-01-25,2,1060,217.87,Technology,Laptop,2026-04-03 21:03:29.990956,2120,High Value
1205,C206,P086,South,2026-01-26,4,1266,128.25,Technology,Phone,2026-04-03 21:03:29.990956,5064,High Value
1206,C207,P087,East,2026-01-27,2,550,52.4,Office Supplies,Pen,2026-04-03 21:03:29.990956,1100,Medium Value
1207,C208,P088,East,2026-01-28,5,960,112.33,Technology,Accessory,2026-04-03 21:03:29.990956,4800,Medium Value
1208,C209,P089,South,2026-01-29,3,1867,232.87,Furniture,Chair,2026-04-03 21:03:29.990956,5601,High Value
1209,C210,P090,North,2026-01-30,5,1583,191.24,Technology,Accessory,2026-04-03 21:03:29.990956,7915,High Value
1210,C211,P091,East,2026-01-31,1,878,93.67,Furniture,Sofa,2026-04-03 21:03:29.990956,878,Medium Value
1211,C212,P092,West,2026-02-01,2,1375,208.46,Furniture,Table,2026-04-03 21:03:29.990956,2750,High Value
1212,C213,P093,North,2026-02-02,5,973,166.07,Office Supplies,Paper,2026-04-03 21:03:29.990956,4865,Medium Value
1213,C214,P094,North,2026-02-03,5,1632,290.03,Furniture,Sofa,2026-04-03 21:03:29.990956,8160,High Value
1214,C215,P095,West,2026-02-04,1,199,32.2,Office Supplies,Storage,2026-04-03 21:03:29.990956,199,Low Value
1215,C216,P096,East,2026-02-05,2,1645,266.91,Office Supplies,Paper,2026-04-03 21:03:29.990956,3290,High Value
1216,C217,P097,South,2026-02-06,3,935,172.3,Office Supplies,Paper,2026-04-03 21:03:29.990956,2805,Medium Value
1217,C218,P098,North,2026-02-07,4,1020,182.67,Technology,Accessory,2026-04-03 21:03:29.990956,4080,High Value
1218,C219,P099,North,2026-02-08,2,1984,206.75,Furniture,Table,2026-04-03 21:03:29.990956,3968,High Value
1219,C220,P100,North,2026-02-09,3,1127,202.88,Technology,Phone,2026-04-03 21:03:29.990956,3381,High Value
1220,C221,P101,West,2026-02-10,2,1591,312.26,Furniture,Table,2026-04-03 21:03:29.990956,3182,High Value
1221,C222,P102,North,2026-02-11,5,769,142.25,Office Supplies,Storage,2026-04-03 21:03:29.990956,3845,Medium Value
1222,C223,P103,East,2026-02-12,2,701,109.19,Technology,Accessory,2026-04-03 21:03:29.990956,1402,Medium Value
1223,C224,P104,East,2026-02-13,4,767,103.38,Office Supplies,Storage,2026-04-03 21:03:29.990956,3068,Medium Value
1224,C225,P105,East,2026-02-14,4,417,37.86,Office Supplies,Paper,2026-04-03 21:03:29.990956,1668,Low Value
1225,C226,P106,West,2026-02-15,5,185,33.08,Office Supplies,Paper,2026-04-03 21:03:29.990956,925,Low Value
1226,C227,P107,North,2026-02-16,5,1881,323.82,Office Supplies,Paper,2026-04-03 21:03:29.990956,9405,High Value
1227,C228,P108,South,2026-02-17,5,294,29.6,Technology,Laptop,2026-04-03 21:03:29.990956,1470,Low Value
1228,C229,P109,West,2026-02-18,4,1905,208.35,Office Supplies,Pen,2026-04-03 21:03:29.990956,7620,High Value
1229,C230,P110,East,2026-02-19,1,408,58.25,Furniture,Sofa,2026-04-03 21:03:29.990956,408,Low Value
1230,C231,P111,North,2026-02-20,4,951,199.25,Furniture,Table,2026-04-03 21:03:29.990956,3804,Medium Value
1231,C232,P112,North,2026-02-21,3,518,51.96,Technology,Phone,2026-04-03 21:03:29.990956,1554,Medium Value
1232,C233,P113,East,2026-02-22,4,753,150.41,Technology,Phone,2026-04-03 21:03:29.990956,3012,Medium Value
1233,C234,P114,East,2026-02-23,3,151,31.29,Furniture,Chair,2026-04-03 21:03:29.990956,453,Low Value
